Product Name,MRP,Short description
Men Beige Classic Slim Fit Cotton Linen Casual Shirt,2999,"Beige solid opaque casual shirt ,has a cutaway collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Navy Blue & White Slim Fit Printed Pure Cotton Casual Shirt,2099,"Navy blue and white micro ditsy printed opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Floral Printed Pure Cotton Casual Shirt,2099,"Blue floral printed opaque Casual shirt ,has a slim collar, button placket, short regular sleeves, curved hem"
Men Blue Classic Printed Casual Cotton Shirt,8499,"Blue micro ditsy printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Standard Tartan Checks Opaque Pure Cotton Casual Shirt,2599,"Navy blue and grey tartan checks opaque casual shirt, has a button-down collar, full button placket, 1 patch pocket, long roll-up sleeves, and curved hem"
Men Grey Cotton Striped Casual Shirt,1749,"Grey striped casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Vertical Striped Slim Fit Cotton Casual Shirt,2049,"Blue vertical striped opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Grid Tattersall Checks Checked Cotton Slim Fit Casual Shirt,1999,"White grid tattersall checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Pure Cotton Solid Casual Shirt,1299,"Green solid opaque Casual shirt ,has a band collar, button placket, long roll-up sleeves, curved hem"
Men Comfort Slim Fit Striped Casual Cotton Shirt,1625,"Horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Cotton Casual Shirt,2499,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Striped Cotton Casual Shirt,2099,"Blue vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Horizontal Stripes Opaque Cotton Casual Shirt,1349,"White horizontal stripes opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Teal Blue Solid Pure Cotton Slim Fit Casual Shirt,1699,"Teal blue solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Green & Navy Blue Buffalo Checked Cotton Bowling Casual Shirt,2399,"Green and navy blue buffalo checks checked opaque casual shirt ,has a cutaway collar, button placket, short regular sleeves, straight hem"
Men Mustard Yellow & Black Pure Cotton Checked Sustainable Casual Shirt,1699,"Mustard yellow and black checked casual shirt, has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Navy Blue & White Slim Fit Tartan Checks Pure Cotton Casual Shirt,2599,"Navy blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Beige Pure Cotton Casual Shirt,2399,"Beige solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, short regular sleeves, straight hem"
U S Polo Assn Men White Solid Tailored Fit Pure Cotton Casual Shirt,2199,"White solid opaque pure cotton casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Cotton Formal Shirt,3049,"Blue other checks printed opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Navy Blue & White Horizontal Striped Pure Cotton Casual Shirt,1749,"Navy blue and white horizontal striped Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue Solid Cotton Linen Casual Shirt With Flap Pockets,2299,"Navy blue solid opaque casual shirt, has a spread collar, button placket, 2 flap pockets, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Tartan Checks Pure Cotton Casual Shirt,1899,"Navy blue tartan checks opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Off White Printed Pure Cotton Slim Fit Casual Shirt,2399,"Off white micro ditsy printed opaque casual shirt, has a spread collar, full button placket, 1 patch pocket on chest, long regular sleeves, and curved hem"
Men Navy Blue Slim Fit Tartan Checks Pure Cotton Casual Shirt,1949,"Navy blue tartan checks opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Olive Green & Navy Blue Striped Casual Pure Cotton Shirt,1498,"Olive green and navy blue vertical stripes striped opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men White Solid Slim Fit Cotton Casual Shirt,1499,"White solid casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Grey Slim Fit Printed Cotton Casual Shirt,1799,"Grey abstract printed opaque Casual shirt ,has a band collar, button placket, long regular sleeves, curved hem"
Men Navy Blue Classic Slim Fit Pure Cotton Casual Shirt,2299,"Navy blue solid opaque Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Yellow Slim Fit Cotton Casual Shirt,2499,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Comfort Slim Fit Printed Cotton Casual Shirt,2299,"Blue geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Pure Linen Casual Shirt,4499,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Brown & Navy Blue Slim Fit Tartan Checked Corduroy Casual Shirt,2999,"Brown & Navy Blue tartan checked opaque pure cotton corduroy casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cotton Comfort Casual Shirt,2780,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Tartan Checked Cotton Casual Shirt,2999,"Blue tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem
Collection Name: jjor shirt alibi check ls"
Men Red Smart Slim Fit Cotton Linen Casual Shirt,2999,"Red solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Tartan Checked Cotton Casual Shirt,2899,"Tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Purple Slim Fit Printed Pure Cotton Casual Shirt,2549,"Purple geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Cotton Slim Fit Striped Casual Shirt,2049,"Blue horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Men White Slim Fit Leaves Printed Cotton Casual Shirt,1899,"White leaves printed opaque Casual shirt ,has a band collar, button placket, long regular sleeves, curved hem"
Men Olive Green Slim Fit Striped Cotton Casual Shirt,2499,"Olive green and White vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Cotton Slim Fit Ditsy Printed Casual Shirt,1899,"Navy blue ditsy printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Padded Overshirt,2999,"Relaxed-fit, lightly padded overshirt in soft cotton twill with a collar, press-studs down the front and a yoke at the back. Open chest pockets, long sleeves with a sleeve placket and buttoned cuffs, and a straight-cut hem. Quilted lining."
Men Charcoal Grey Smart Slim Fit Cotton Linen Casual Shirt,2999,"Charcoal grey solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Khaki Brown Smart Slim Fit Cotton Linen Casual Shirt,2999,"Khaki brown solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
The Lifestyle Co. Men Teal Green Solid Linen Cotton Sustainable Casual Shirt,2299,"Teal green solid opaque Casual shirt, has a band collar, button placket, long roll-up sleeves, curved hem"
Men Slim Fit Striped Detail Pure Cotton Casual Shirt,2999,"White horizontal stripes solid opaque Casual shirt
Has a spread collar
Button placket
Long regular sleeves
Curved hem"
Men Navy Blue Pure Cotton Classic Fit Striped Casual Shirt,1898,"Navy blue striped casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Linen Casual Shirt,2999,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Tartan Checks Cotton Casual Shirt,2299,"Blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Printed Casual Cotton Shirt,3999,"Abstract printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, straight hem"
Men Green Slim Fit Printed Pure Cotton Casual Shirt,2299,"Green geometric printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Maroon Slim Fit Striped Pure Cotton Casual Shirt,2499,"Maroon vertical stripes opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Comfort Slim Fit Floral Printed Cotton Casual Shirt,2299,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Maroon Tailored Fit Geometric Opaque Printed Pure Cotton Casual Shirt,2199,"Maroon and black geometric printed opaque casual shirt, has a spread collar, full button placket, 1 patch pocket, long roll-up sleeves, and curved hem"
Men Pure Cotton Casual Shirt,1799,"Abstract self design opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Khaki Cotton Slim Fit Printed Casual Shirt,2299,"Khaki geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Brown Slim Fit Striped Pure Cotton Casual Shirt,2549,"Brown vertical stripes opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Printed Pure Cotton Reversible Slim Fit Casual Shirt,2299,"Navy blue micro ditsy printed opaque Reversible Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Printed Cotton Casual Shirt,2999,"Navy blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Grey Slim Fit Geometric Print Pure Cotton Casual Shirt,1999,"White and grey geometric print Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Purple Printed Regular Fit Cotton Casual Shirt,2999,"Purple micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Maroon Slim Fit Striped Pure Cotton Casual Shirt,2549,"Maroon vertical stripes opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Coral Orange Smart Slim Fit Cotton Linen Casual Shirt,2999,"Coral orange solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Smart Slim Fit Cotton Linen Casual Shirt,2999,"Green solid opaque Casual shirt ,has a club collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Cotton Slim Fit Tartan Checks Checked Casual Shirt,2799,"Red tartan checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, straight hem"
Men Blue Solid Pure Cotton Casual Shirt,2599,"Blue solid opaque Casual shirt ,has a spread collar, snap button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Tartan Checked Pure Cotton Casual Shirt,4599,"Blue tartan checked opaque Casual shirt ,has a button -down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Checked Pure Cotton Slim Fit Casual Shirt,2049,"Blue checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Printed Cotton Casual Shirt,1999,"Black micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, high-low hem"
Men White Floral Printed Cotton Slim Fit Casual Shirt,2549,"White floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Printed Pure Cotton Reversible Slim Fit Casual Shirt,2349,"Navy blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Pure Cotton Casual Shirt,2549,"Blue geometric printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Floral Printed Pure Cotton Casual Shirt,2349,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Pure Cotton Casual Shirt,2199,"Solid opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Yellow Slim Fit Printed Pure Cotton Casual Shirt,2549,"Yellow geometric printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Grey Cotton Slim Fit Windowpane Checks Checked Casual Shirt,1949,"Grey windowpane checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Navy Blue Cotton Casual Shirt,2499,"Navy blue solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Multicolour Checks Slim Fit Pure Cotton Casual Shirt,2399,"Multicolour other checks Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Beige Checked Pure Cotton Formal Shirt,2799,"Beige other checks checked opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Teal Blue Solid Cotton Casual Shirt,1499,"Teal blue solid opaque Casual shirt, has a mandarin collar, button placket, short regular sleeves, curved hem"
Men Navy Blue & White Cotton Striped Slim Fit Casual Shirt,1800,"Navy blue and white striped opaque Casual shirt, has a spread collar, full button placket, 2 flap pockets, long regular sleeves, curved hem"
Men Khaki Floral Printed Pure Cotton Casual Shirt,2499,"Khaki floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black & Grey Self Design Pure Cotton Casual Shirt,2599,"Black and grey self design opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Tartan Checked Casual Cotton Shirt,2699,"tartan checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
The Lifestyle Co Men Beige Solid Spread-Collar Linen Casual Shirt,2999,"Beige solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Premium Slim Fit Tartan Checks Casual Pure Cotton Shirt,2499,"Grey tartan checks opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Cotton Slim Fit Casual Shirt,1599,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue Printed Pure Cotton Casual Shirt,1599,"Blue micro ditsy printed opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Khaki Cotton Slim Fit Casual Shirt,1699,"Khaki solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Black Solid Slim Fit Cotton Casual Shirt,1699,"Black solid casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Striped Casual Shirt,2399,"Maroon vertical striped opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Cotton Slim Fit Casual Shirt,1699,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Comfort Slim Fit Checked Casual Cotton Shirt,1999,"Tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Spread Collar Cotton Casual Shirt,2799,"Grey solid opaque casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Pure Cotton Casual Shirt,2799,"Navy blue solid opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue Slim Fit Pure Cotton Casual Shirt,2699,"Navy blue solid opaque Casual shirt, has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Beige Smart Slim Fit Cotton Linen Casual Shirt,2999,"Beige solid opaque Casual shirt ,has a club collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Purple Smart Slim Fit Cotton Linen Casual Shirt,2999,"Purple solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Orange Smart Slim Fit Linen Cotton Casual Shirt,2999,"Orange solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Pure Cotton Tartan Checks Casual Shirt,1899,"Blue tartan checks opaque casual shirt, has a slim collar, button placket, 1 patch pocket, long regular sleeves, and curved hem"
Men Yellow & White Striped Slim Fit Pure Cotton Casual Shirt,2049,"Yellow horizontal striped opaque casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Pure Cotton Casual Shirt,5999,"Blue solid opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
The Lifestyle Co. Men Teal Blue Solid Pure Cotton Casual Shirt,1999,"Teal blue solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Navy Blue & White Tailored Fit Ditsy Printed Pure Cotton Casual Shirt,2199,"Navy blue & White micro ditsy printed opaque pure cotton casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Pure Cotton Conversational Print Casual Shirt,1698,"Blue conversational printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Checked Slim Fit Pure Cotton Casual Shirt,2349,"Off-white and charcoal grey tartan checks checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Checked Cotton Casual Shirt,1999,"Other checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Grid Tattersall Checks Pure Cotton Casual Shirt,1999,"Blue grid tattersall checks opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Windowpane Checks Checked Cotton Casual Shirt,2499,"Blue windowpane checks checked opaque Casual shirt ,has a button-down collar, button placket, pocket, long regular sleeves, curved hem"
Men Slim Fit Checked Linen Casual Shirt,3598,"Checked opaque Casual shirt ,has a spread collar, button placket, 1 chest pocket, short regular sleeves, curved hem"
Men Yellow And Navy Blue Standard Slim Fit Checked Pure Cotton Casual Shirt,2299,"Yellow and Navy blue tartan checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Coffee Brown & Pink Slim Fit Floral Printed Pure Cotton Casual Shirt,2495,"Coffee brown and pink floral printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Regular Fit Linen Casual Shirt,2599,"Off white solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Brown Tartan Checked Linen Casual Shirt,2999,"Brown tartan checks checked opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, straight hem"
Men Brown & Blue Checked Cotton Linen Casual Shirt,2399,"Brown tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Teal Blue Slim Fit Pure Cotton Casual Shirt,1799,"Teal solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Purple Comfort Slim Fit Cotton Casual Shirt,2499,"Purple solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow Printed Pure Cotton Slim Fit Casual Shirt,2299,"Yellow geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Mauve Pure Cotton Formal Shirt,1599,"Mauve solid self design opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Navy Blue & Grey Pure Cotton Tartan Checks Casual Shirt,3499,"Navy blue & grey tartan checked opaque casual shirt, has a button-down collar, full button placket, 1 patch pocket, long regular sleeves, and curved hem"
Men Pure Cotton Checked Casual Shirt,2299,"Brown other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Casual Shirt,2199,"Black solid opaque casual shirt, has a spread collar, button placket, short regular sleeves, curved hem"
Men Beige Super Slim Fit Pure Cotton Casual Shirt,1799,"Beige embroidered Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem"
Men Blue & White Slim Fit Printed Cotton Casual Shirt,999,"Blue & white geometric printed opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Yellow Printed Cotton Slim Fit Casual Shirt,1899,"Yellow micro ditsy printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Solid Slim Fit Pure Cotton Casual Shirt,2299,"White solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Navy Blue Tailored Fit Checked Pure Cotton Casual Shirt,2599,"Navy blue checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
U S Polo Assn Denim Co Men Mustard Slim Fit Checked Pure Cotton Casual Shirt,2599,"Mustard other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Pink Slim Fit Pure Cotton Casual Shirt,1498,"Pink solid opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Green Checked Linen Regular Fit Casual Shirt,1799,"Green other checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink Solid Cotton Casual Shirt,1999,"Pink solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Blue Printed Pure Cotton Slim Fit Casual Shirt,2549,"Blue geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow Slim Fit Pure Cotton Casual Shirt,2549,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Classic Striped Organic Cotton Casual Shirt,8499,"Navy blue vertical stripes opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Slim Fit Ethnic Motifs Printed Cotton Casual Shirt,2999,"Black ethnic motifs printed opaque casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Men Teal Blue & Pink Pure Cotton Classic Fit Striped Casual Shirt,1698,"Teal blue and pink vertical stripes opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Smart Slim Fit Cotton Linen Casual Shirt,2999,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Tartan Checks Checked Regular Fit Cotton Casual Shirt,1599,"Red tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Grey & Brown Tailored Fit Horizontal Striped Pure Cotton Casual Shirt,3199,"Grey & Brown horizontal striped opaque pure cotton casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Maroon & White Multi Stripes Slim Fit Pure Cotton Casual Shirt,2299,"Maroon and white multi stripes Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Plus Size Pure Cotton Patch Pocket Roll-up Sleeve Shirt,2399,"Black solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Green & Off-White Slim Fit Ditsy Geometric Print Cotton Casual Shirt,2099,"Olive green and off-white ditsy geometric printed slim-fit opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Green Premium Slim Fit Floral Printed Pure Cotton Casual Shirt,3199,"Green floral printed opaque Casual shirt ,has a spread collar, concealed button placket, 2 welt pocket, long regular sleeves, curved hem"
Men Green Slim Fit Pure Cotton Casual Shirt,1049,"Green striped opaque casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Striped Organic Cotton Casual Shirt,3999,"White vertical striped opaque casual shirt, has a button-down collar, button placket, long regular sleeves, curved hem"
Men Black Premium Slim Fit Printed Pure Cotton Casual Shirt,3299,"Black geometric printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Grey Premium Slim Fit Printed Pure Cotton Casual Shirt,3299,"Grey abstract printed opaque Casual shirt ,has a band collar, button placket, long regular sleeves, curved hem"
Men Pink Buffalo Checked Pure Cotton Casual Shirt,1499,"Pink buffalo checked casual shirt, has a button-down collar, button placket, long regular sleeves, curved hem"
Men Green Smart Cotton Casual Shirt,2499,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Solid Smart Regular Fit Cotton Casual Shirt,1599,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink Printed Pure Cotton Casual Shirt,1599,"Pink micro ditsy printed opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Navy Blue Floral Printed Pure Cotton Casual Shirt,3999,"Navy blue floral printed opaque pure cotton casual shirt ,has a button-down collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue Solid Cotton Casual Shirt,3999,"Navy blue solid opaque Casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Yellow Patterned Casual Pure Cotton Shirt,2499,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, na pocket, short regular sleeves, curved hem"
Men Navy Blue Premium Slim Fit Printed Cotton Casual Shirt,3299,"Navy blue abstract printed opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Maroon Smart Casual Cotton Shirt,1899,"Maroon solid opaque Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Blue Cotton Slim Fit Printed Casual Shirt,1049,"Blue printed opaque Casual shirt ,has a slim collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue Classic Slim Fit Cotton Checked Casual Shirt,1699,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red & Navy Blue Regular Fit Pure Cotton Casual Shirt,2699,"Red & navy blue checked casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & White Cotton Slim Fit Micro Geometric Print Casual Shirt,2099,"Navy blue and white micro geometric printed opaque Casual shirt, has a spread collar, full button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black & White Slim Fit Micro Ditsy Printed Cotton Casual Shirt,1999,"Black & white slim fit micro ditsy printed cotton casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Navy Blue & White Slim Fit Pure Cotton Casual Shirt,1299,"Navy blue & white horizontal stripes striped opaque casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Green Cotton Slim Fit Casual Shirt,1699,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue Cotton Slim Fit Checked Casual Shirt,1699,"Blue checked opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Pink & Black Classic Slim Fit Checked Pure Cotton Casual Shirt,1999,"Pink & black checked opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
